SimTime,OUT1[10:0]
50881,00011111000
50921,00100001110
50961,00100001110
51001,00100000100
51041,00100001100
51081,00100000000
51121,00100000100
51161,00100001110
51201,00100000110
51241,00100001010
51281,00100000100
51321,00100000010
51361,00100001010
51401,00100001010
51441,00100001100
51481,00100001010
51521,00100001010
51561,00100001100
51601,00100000000
51641,00100000100
51681,00100001100
51721,00100001010
51761,00100001010
51801,00100010100
51841,00100000100
51881,00100001110
51921,00100001110
51961,00011111110
52001,00100000100
52041,00100001110
52081,00100000100
52121,00100010100
52161,00100001010
52201,00100001010
52241,00100001100
52281,00100001100
52321,00100001110
52361,00100001110
52401,00100000100
52441,00100010100
52481,00100001010
52521,00100001010
52561,00100010100
52601,00100000100
52641,00100001110
52681,00100001110
52721,00100001100
52761,00100010100
52801,00100000100
52841,00100001110
52881,00100001110
52921,00100001100
52961,00100010100
53001,00100000100
53041,00100010100
53081,00100001010
53121,00100001010
53161,00100010100
53201,00100001100
53241,00100001100
53281,00100001100
53321,00100001110
53361,00100001110
53401,00100001100
53441,00100010100
53481,00100001100
53521,00100001100
53561,00100010100
53601,00100011010
53641,00100001110
53681,00100001110
53721,00100001110
53761,00100001100
53801,00100010100
53841,00100001100
53881,00100001100
53921,00100001100
53961,00100010110
54001,00100011010
54041,00100010100
54081,00100001100
54121,00100001110
54161,00100001110
54201,00100001100
54241,00100010100
54281,00100011010
54321,00100010110
54361,00100001100
54401,00100010100
54441,00100001100
54481,00100010100
54521,00100000110
54561,00100101010
54601,00100000100
54641,00100010100
54681,00100001100
54721,00100010100
54761,00100011010
54801,00100010110
54841,00100001100
54881,00100010100
54921,00100001110
54961,00100100010
55001,00100001100
55041,00100011100
55081,00100000100
55121,00100101010
55161,00100001110
55201,00100010100
55241,00100001100
55281,00100010110
55321,00100011010
55361,00100010100
55401,00100001100
55441,00100100010
55481,00100001110
55521,00100010110
55561,00100010110
55601,00100001110
55641,00100100010
55681,00100001100
55721,00100010100
55761,00100011010
55801,00100011110
55841,00100001100
55881,00100010110
55921,00100011010
55961,00100010110
56001,00100011100
56041,00100010110
56081,00100010100
56121,00100001110
56161,00100101010
56201,00100001100
56241,00100010100
56281,00100011010
56321,00100011000
56361,00100011000
56401,00100011010
56441,00100011100
56481,00100010010
56521,00100011110
56561,00100001100
56601,00100011000
56641,00100100100
56681,00100001100
56721,00100101010
56761,00100001110
56801,00100011000
56841,00100100100
56881,00100001100
56921,00100101010
56961,00100001110
57001,00100011000
57041,00100100100
57081,00100001100
57121,00100101010
57161,00100001110
57201,00100011000
57241,00100100100
57281,00100001100
57321,00100101010
57361,00100001110
57401,00100011000
57441,00100100100
57481,00100011010
57521,00100100000
57561,00100011000
57601,00100011010
57641,00100011100
57681,00100011010
57721,00100011000
57761,00100011000
57801,00100100010
57841,00100100100
57881,00100011000
57921,00100001110
57961,00100101010
58001,00100011000
58041,00100011100
58081,00100011110
58121,00100011010
58161,00100011100
58201,00100101000
58241,00100001110
58281,00100100100
58321,00100011100
58361,00100011110
58401,00100011000
58441,00100100100
58481,00100100010
58521,00100011000
58561,00100011000
58601,00100100010
58641,00100100100
58681,00100011000
58721,00100011110
58761,00100011100
58801,00100100100
58841,00100011000
58881,00100100100
58921,00100101100
58961,00100001110
59001,00100100000
59041,00100100100
59081,00100100000
59121,00100010110
59161,00100101010
59201,00100100000
59241,00100010100
59281,00100101000
59321,00100011100
59361,00100100010
59401,00100011010
59441,00100101100
59481,00100011010
59521,00100011010
59561,00100101100
59601,00100100000
59641,00100010100
59681,00100101000
59721,00100100010
59761,00100011110
59801,00100100000
59841,00100100100
59881,00100100000
59921,00100010110
59961,00100101100
60001,00100100100
60041,00100011110
60081,00100100000
60121,00100101100
60161,00100011010
60201,00100100010
60241,00100100100
60281,00100100010
60321,00100100000
60361,00100101000
60401,00100011010
60441,00100101100
60481,00100100000
60521,00100010110
60561,00100101100
60601,00100101100
60641,00100011110
60681,00100011110
60721,00100101000
60761,00100101000
60801,00100011110
60841,00100011110
60881,00100101100
60921,00100101100
60961,00100010110
61001,00100100000
61041,00100101100
61081,00100100010
61121,00100100000
61161,00100101000
61201,00100100010
61241,00100101100
61281,00100100010
61321,00100101000
61361,00100100000
61401,00100100010
61441,00100101100
61481,00100100000
61521,00100100110
61561,00100100010
61601,00100101100
61641,00100100100
61681,00100101000
61721,00100010110
61761,00100110010
61801,00100101100
61841,00100100100
61881,00100101000
61921,00100010110
61961,00100110010
62001,00100101000
62041,00100011100
62081,00100110100
62121,00100010110
62161,00100110010
62201,00100101100
62241,00100100100
62281,00100101000
62321,00100010110
62361,00100110010
62401,00100101100
62441,00100100100
62481,00100101000
62521,00100100110
62561,00100101010
62601,00100100100
62641,00100101100
62681,00100100000
62721,00100101100
62761,00100100110
62801,00100100010
62841,00100110100
62881,00100101010
62921,00100100000
62961,00100101000
63001,00100100010
63041,00100110100
63081,00100100100
63121,00100111010
63161,00100010110
63201,00100110100
63241,00100011110
63281,00100101100
63321,00100101110
63361,00100101010
63401,00100100110
63441,00100100100
63481,00100101110
63521,00100100010
63561,00100110100
63601,00100101100
63641,00100101100
63681,00100100000
63721,00100101100
63761,00100100110
63801,00100101010
63841,00100110100
63881,00100100100
63921,00100111010
63961,00100010110
64001,00100110100
64041,00100100110
64081,00100101010
64121,00100101100
64161,00100101110
64201,00100110000
64241,00100100110
64281,00100101000
64321,00100101100
64361,00100101110
64401,00100100010
64441,00100110100
64481,00100101100
64521,00100110100
64561,00100101010
64601,00100100110
64641,00100100100
64681,00100111100
64721,00100010110
64761,00100111010
64801,00100100100
64841,00100111100
64881,00100100100
64921,00100111010
64961,00100010110
65001,00100111100
65041,00100100100
65081,00100110110
65121,00100011010
65161,00100111100
65201,00100100100
65241,00100111100
65281,00100100100
65321,00100111010
65361,00100010110
65401,00100111100
65441,00100100100
65481,00100111100
65521,00100010110
65561,00100111010
65601,00100101100
65641,00100110100
65681,00100101100
65721,00100110100
65761,00100101100
65801,00100110010
65841,00100011110
65881,00100110110
65921,00100110000
65961,00100110000
66001,00100101010
66041,00100100110
66081,00100110110
66121,00100101100
66161,00100110100
66201,00100101100
66241,00100111100
66281,00100100100
66321,00100111100
66361,00100101010
66401,00100100110
66441,00100101100
66481,00100110110
66521,00100110000
66561,00100110000
66601,00100110110
66641,00100100110
66681,00100101010
66721,00100101100
66761,00100111100
66801,00100101100
66841,00100110100
66881,00100101100
66921,00100110110
66961,00100110000
67001,00100110000
67041,00100110110
67081,00100101100
67121,00100111100
67161,00100100010
67201,00100101110
67241,00100101100
67281,00100110110
67321,00100110110
67361,00100101100
67401,00100110100
67441,00100101100
67481,00100111100
67521,00100101100
67561,00100110110
67601,00100110110
67641,00100011110
67681,00100110010
67721,00100101100
67761,00100111100
67801,00100101100
67841,00100110110
67881,00100110110
67921,00100101100
67961,00100110100
68001,00100101100
68041,00100111100
68081,00100101100
68121,00100110110
68161,00100110110
68201,00100101100
68241,00100111100
68281,00100101100
68321,00100110110
68361,00100110110
68401,00100101100
68441,00100111100
68481,00100101100
68521,00100110110
68561,00100110110
68601,00100101100
68641,00100111100
68681,00100101100
68721,00100110110
68761,00100110110
68801,00100101100
68841,00100111100
68881,00100101100
68921,00100110110
68961,00100110110
69001,00100101100
69041,00100111100
69081,00100101100
69121,00100110110
69161,00100110110
69201,00100101100
69241,00100111100
69281,00100101100
69321,00100110110
69361,00100110110
69401,00100101100
69441,00100111100
69481,00100101100
69521,00100110110
69561,00100110110
69601,00100110100
69641,00100110110
69681,00100110110
69721,00100101100
69761,00100111100
